transaction_id,customer_id,order_id,amount,currency,payment_status,failure_reason,customer_type,previous_successful_payments,previous_failed_payments,previous_recovery_attempts,historical_recovery_rate,customer_lifetime_value,time_since_failure_minutes,payment_method,checkout_abandoned,order_value_segment,ground_truth_best_strategy,ground_truth_recovery_probability,ground_truth_recovered,ground_truth_recovered_amount
txn_syn_0120,cust_syn_350,order_syn_0120,2261.08,INR,FAILED,NETWORK_TIMEOUT,RETURNING,26,7,1,0.0,38210.51,2361,WALLET,False,LOW,NO_ACTION,0.02,False,0.0
txn_syn_0121,cust_syn_776,order_syn_0121,7616.17,INR,ABANDONED,CHECKOUT_DROPOFF,RETURNING,27,4,2,0.0,28722.47,2278,UPI,True,MEDIUM,PAYMENT_LINK,0.5986,True,7616.17
txn_syn_0122,cust_syn_526,order_syn_0122,870.79,INR,FAILED,EXPIRED_CARD,RETURNING,20,6,1,1.0,13566.47,1692,UPI,False,LOW,ALTERNATE_FLOW,0.4588,False,0.0
txn_syn_0123,cust_syn_560,order_syn_0123,6444.12,INR,FAILED,BANK_SERVER_DOWN,RETURNING,6,8,5,0.2,4473.76,2408,UPI,False,MEDIUM,PAYMENT_LINK,0.5059,False,0.0
txn_syn_0124,cust_syn_115,order_syn_0124,7788.22,INR,ABANDONED,CHECKOUT_DROPOFF,FIRST_TIME,0,0,0,0.0,370.74,839,NET_BANKING,True,MEDIUM,PAYMENT_LINK,0.5119,False,0.0
txn_syn_0125,cust_syn_415,order_syn_0125,982.19,INR,FAILED,UPI_APP_UNRESPONSIVE,FIRST_TIME,0,0,0,0.0,248.64,1520,CREDIT_CARD,False,LOW,ALTERNATE_FLOW,0.3239,False,0.0
txn_syn_0126,cust_syn_698,order_syn_0126,8499.43,INR,ABANDONED,CHECKOUT_DROPOFF,RETURNING,27,4,1,0.0,17833.53,2807,CREDIT_CARD,True,MEDIUM,PAYMENT_LINK,0.5875,True,8499.43
txn_syn_0127,cust_syn_850,order_syn_0127,31684.93,INR,ABANDONED,BANK_SERVER_DOWN,RETURNING,11,2,2,1.0,25439.18,306,CREDIT_CARD,True,HIGH,RETRY,0.8022,True,31684.93
txn_syn_0128,cust_syn_824,order_syn_0128,672.96,INR,FAILED,TRANSACTION_LIMIT_EXCEEDED,FIRST_TIME,0,0,0,0.0,228.0,66,NET_BANKING,False,LOW,NO_ACTION,0.02,False,0.0
txn_syn_0129,cust_syn_117,order_syn_0129,656.8,INR,FAILED,INSUFFICIENT_FUNDS,RETURNING,28,2,0,0.85,27170.5,325,UPI,False,LOW,PAYMENT_LINK,0.6822,False,0.0
txn_syn_0130,cust_syn_968,order_syn_0130,463.75,INR,FAILED,EXPIRED_CARD,FIRST_TIME,0,2,0,0.0,324.95,2880,UPI,False,MICRO,ALTERNATE_FLOW,0.4558,False,0.0
txn_syn_0131,cust_syn_197,order_syn_0131,37376.47,INR,FAILED,INCORRECT_OTP,ENTERPRISE,3,3,1,1.0,90075.38,736,UPI,False,HIGH,PAYMENT_LINK,0.5805,False,0.0
txn_syn_0132,cust_syn_507,order_syn_0132,37080.72,INR,FAILED,INSUFFICIENT_FUNDS,ENTERPRISE,20,2,2,0.0,175208.42,2825,CREDIT_CARD,False,HIGH,NO_ACTION,0.0649,False,0.0
txn_syn_0133,cust_syn_448,order_syn_0133,5054.5,INR,FAILED,INCORRECT_OTP,RETURNING,40,6,2,0.0,32437.9,762,UPI,False,MEDIUM,PAYMENT_LINK,0.6015,False,0.0
txn_syn_0134,cust_syn_184,order_syn_0134,449.66,INR,FAILED,BANK_SERVER_DOWN,FIRST_TIME,0,0,0,0.0,391.95,1823,UPI,False,MICRO,PAYMENT_LINK,0.3077,False,0.0
txn_syn_0135,cust_syn_517,order_syn_0135,8059.16,INR,FAILED,BANK_SERVER_DOWN,FIRST_TIME,0,0,0,0.0,277.11,348,NET_BANKING,False,MEDIUM,RETRY,0.6351,False,0.0
txn_syn_0136,cust_syn_273,order_syn_0136,490.21,INR,FAILED,EXPIRED_CARD,FIRST_TIME,0,0,0,0.0,246.56,1032,UPI,False,MICRO,ALTERNATE_FLOW,0.4299,True,490.21
txn_syn_0137,cust_syn_106,order_syn_0137,44379.48,INR,FAILED,BANK_SERVER_DOWN,ENTERPRISE,22,6,2,0.5,108404.03,2849,WALLET,False,HIGH,PAYMENT_LINK,0.4699,False,0.0
txn_syn_0138,cust_syn_602,order_syn_0138,2024.88,INR,FAILED,INCORRECT_OTP,VIP,16,5,3,0.67,123575.21,2794,CREDIT_CARD,False,LOW,PAYMENT_LINK,0.6503,False,0.0
txn_syn_0139,cust_syn_951,order_syn_0139,7436.41,INR,FAILED,BANK_SERVER_DOWN,RETURNING,27,7,1,1.0,13617.02,1964,DEBIT_CARD,False,MEDIUM,PAYMENT_LINK,0.5904,True,7436.41
txn_syn_0140,cust_syn_468,order_syn_0140,6822.35,INR,FAILED,GATEWAY_REJECTED,RETURNING,35,1,0,0.76,33564.88,1638,UPI,False,MEDIUM,RETRY,0.2245,True,6822.35
txn_syn_0141,cust_syn_864,order_syn_0141,6296.72,INR,ABANDONED,INSUFFICIENT_FUNDS,RETURNING,38,3,3,0.67,20774.44,430,CREDIT_CARD,True,MEDIUM,PAYMENT_LINK,0.7888,True,6296.72
txn_syn_0142,cust_syn_451,order_syn_0142,7270.17,INR,FAILED,NETWORK_TIMEOUT,RETURNING,14,8,3,0.67,24855.8,473,UPI,False,MEDIUM,RETRY,0.7968,True,7270.17
txn_syn_0143,cust_syn_628,order_syn_0143,81300.5,INR,FAILED,NETWORK_TIMEOUT,FIRST_TIME,0,0,0,0.0,279.92,1772,UPI,False,ENTERPRISE,PAYMENT_LINK,0.3531,True,81300.5
txn_syn_0144,cust_syn_319,order_syn_0144,190.58,INR,FAILED,NETWORK_TIMEOUT,FIRST_TIME,0,0,0,0.0,404.36,1876,NET_BANKING,False,MICRO,PAYMENT_LINK,0.2752,False,0.0
txn_syn_0145,cust_syn_501,order_syn_0145,3676.71,INR,FAILED,BANK_SERVER_DOWN,RETURNING,23,5,3,0.33,41059.44,484,CREDIT_CARD,False,MEDIUM,RETRY,0.6396,True,3676.71
txn_syn_0146,cust_syn_688,order_syn_0146,6806.7,INR,FAILED,INCORRECT_OTP,FIRST_TIME,0,0,0,0.0,317.75,576,WALLET,False,MEDIUM,PAYMENT_LINK,0.5784,True,6806.7
txn_syn_0147,cust_syn_299,order_syn_0147,7390.57,INR,FAILED,BANK_SERVER_DOWN,RETURNING,36,8,5,0.6,21638.45,905,UPI,False,MEDIUM,RETRY,0.5278,False,0.0
txn_syn_0148,cust_syn_884,order_syn_0148,123175.86,INR,ABANDONED,CHECKOUT_DROPOFF,RETURNING,33,1,0,0.46,28069.1,1809,DEBIT_CARD,True,ENTERPRISE,PAYMENT_LINK,0.6771,True,123175.86
txn_syn_0149,cust_syn_133,order_syn_0149,828.63,INR,FAILED,INSUFFICIENT_FUNDS,RETURNING,23,1,1,0.0,39230.32,2593,CREDIT_CARD,False,LOW,NO_ACTION,0.02,False,0.0
txn_syn_0150,cust_syn_645,order_syn_0150,3603.71,INR,FAILED,UPI_APP_UNRESPONSIVE,FIRST_TIME,0,0,0,0.0,161.83,2784,UPI,False,MEDIUM,ALTERNATE_FLOW,0.3342,True,3603.71
txn_syn_0151,cust_syn_771,order_syn_0151,8455.51,INR,ABANDONED,CHECKOUT_DROPOFF,FIRST_TIME,0,1,0,0.0,124.84,2006,DEBIT_CARD,True,MEDIUM,PAYMENT_LINK,0.4181,False,0.0
txn_syn_0152,cust_syn_887,order_syn_0152,24762.48,INR,ABANDONED,INSUFFICIENT_FUNDS,FIRST_TIME,0,0,0,0.0,139.11,383,WALLET,True,HIGH,NO_ACTION,0.02,False,0.0
txn_syn_0153,cust_syn_323,order_syn_0153,619.14,INR,FAILED,EXPIRED_CARD,VIP,14,7,2,0.5,125281.48,2797,CREDIT_CARD,False,LOW,ALTERNATE_FLOW,0.5239,False,0.0
txn_syn_0154,cust_syn_261,order_syn_0154,885.98,INR,FAILED,BANK_SERVER_DOWN,RETURNING,1,6,1,0.0,44343.09,339,NET_BANKING,False,LOW,RETRY,0.5933,False,0.0
txn_syn_0155,cust_syn_339,order_syn_0155,5674.48,INR,FAILED,BANK_SERVER_DOWN,RETURNING,6,1,0,0.43,5741.06,495,UPI,False,MEDIUM,RETRY,0.6463,False,0.0
txn_syn_0156,cust_syn_204,order_syn_0156,8319.5,INR,ABANDONED,CHECKOUT_DROPOFF,FIRST_TIME,0,0,0,0.0,149.63,2775,NET_BANKING,True,MEDIUM,PAYMENT_LINK,0.5056,False,0.0
txn_syn_0157,cust_syn_743,order_syn_0157,209.84,INR,FAILED,INSUFFICIENT_FUNDS,RETURNING,27,7,1,0.0,45036.46,574,DEBIT_CARD,False,MICRO,NO_ACTION,0.0931,False,0.0
txn_syn_0158,cust_syn_807,order_syn_0158,645.23,INR,FAILED,INSUFFICIENT_FUNDS,FIRST_TIME,0,1,0,0.0,437.91,982,UPI,False,LOW,NO_ACTION,0.02,False,0.0
txn_syn_0159,cust_syn_469,order_syn_0159,7863.77,INR,ABANDONED,UPI_APP_UNRESPONSIVE,ENTERPRISE,9,6,4,0.75,117238.79,278,WALLET,True,MEDIUM,ALTERNATE_FLOW,0.6055,True,7863.77
txn_syn_0160,cust_syn_829,order_syn_0160,6543.81,INR,FAILED,NETWORK_TIMEOUT,RETURNING,27,6,5,0.6,5956.53,834,UPI,False,MEDIUM,RETRY,0.6012,False,0.0
txn_syn_0161,cust_syn_758,order_syn_0161,12316.18,INR,FAILED,INSUFFICIENT_FUNDS,FIRST_TIME,0,0,0,0.0,364.98,2495,UPI,False,HIGH,NO_ACTION,0.02,False,0.0
txn_syn_0162,cust_syn_111,order_syn_0162,7486.17,INR,FAILED,BANK_SERVER_DOWN,FIRST_TIME,0,2,0,0.0,261.5,1102,UPI,False,MEDIUM,RETRY,0.463,False,0.0
txn_syn_0163,cust_syn_369,order_syn_0163,872.42,INR,FAILED,BANK_SERVER_DOWN,RETURNING,37,1,1,1.0,26517.53,2352,UPI,False,LOW,RETRY,0.6561,True,872.42
txn_syn_0164,cust_syn_147,order_syn_0164,9224.62,INR,FAILED,INSUFFICIENT_FUNDS,RETURNING,25,2,0,0.86,43159.29,1706,DEBIT_CARD,False,MEDIUM,PAYMENT_LINK,0.5075,False,0.0
txn_syn_0165,cust_syn_153,order_syn_0165,59305.07,INR,FAILED,NETWORK_TIMEOUT,FIRST_TIME,0,1,0,0.0,490.71,1342,CREDIT_CARD,False,ENTERPRISE,RETRY,0.5983,False,0.0
txn_syn_0166,cust_syn_348,order_syn_0166,10956.39,INR,ABANDONED,CHECKOUT_DROPOFF,RETURNING,38,7,1,0.0,9227.19,2842,CREDIT_CARD,True,HIGH,PAYMENT_LINK,0.6138,False,0.0
txn_syn_0167,cust_syn_206,order_syn_0167,181295.5,INR,ABANDONED,NETWORK_TIMEOUT,FIRST_TIME,0,2,0,0.0,209.91,950,UPI,True,ENTERPRISE,RETRY,0.6439,True,181295.5
txn_syn_0168,cust_syn_197,order_syn_0168,333.89,INR,FAILED,UPI_APP_UNRESPONSIVE,RETURNING,26,1,0,0.56,48282.48,1338,UPI,False,MICRO,ALTERNATE_FLOW,0.562,False,0.0
txn_syn_0169,cust_syn_259,order_syn_0169,421.46,INR,FAILED,EXPIRED_CARD,FIRST_TIME,0,0,0,0.0,157.02,493,DEBIT_CARD,False,MICRO,ALTERNATE_FLOW,0.4548,True,421.46
txn_syn_0170,cust_syn_977,order_syn_0170,5620.62,INR,FAILED,NETWORK_TIMEOUT,FIRST_TIME,0,0,0,0.0,124.11,129,CREDIT_CARD,False,MEDIUM,RETRY,0.5327,True,5620.62
txn_syn_0171,cust_syn_912,order_syn_0171,67646.56,INR,FAILED,INSUFFICIENT_FUNDS,FIRST_TIME,0,0,0,0.0,415.19,2642,DEBIT_CARD,False,ENTERPRISE,NO_ACTION,0.0493,False,0.0
txn_syn_0172,cust_syn_761,order_syn_0172,2511.73,INR,FAILED,UPI_APP_UNRESPONSIVE,RETURNING,9,1,1,0.0,4049.42,122,CREDIT_CARD,False,MEDIUM,ALTERNATE_FLOW,0.546,True,2511.73
txn_syn_0173,cust_syn_252,order_syn_0173,469.79,INR,FAILED,BANK_SERVER_DOWN,FIRST_TIME,0,0,0,0.0,122.89,564,CREDIT_CARD,False,MICRO,RETRY,0.7486,True,469.79
txn_syn_0174,cust_syn_119,order_syn_0174,3894.12,INR,FAILED,BANK_SERVER_DOWN,VIP,23,7,4,0.75,55540.91,122,UPI,False,MEDIUM,RETRY,0.8371,True,3894.12
txn_syn_0175,cust_syn_338,order_syn_0175,7632.8,INR,FAILED,CARD_AUTHENTICATION_FAILED,VIP,7,3,1,1.0,82851.3,1592,DEBIT_CARD,False,MEDIUM,ALTERNATE_FLOW,0.5022,False,0.0
txn_syn_0176,cust_syn_814,order_syn_0176,6108.29,INR,FAILED,CARD_AUTHENTICATION_FAILED,FIRST_TIME,0,0,0,0.0,351.73,2018,UPI,False,MEDIUM,ALTERNATE_FLOW,0.4644,True,6108.29
txn_syn_0177,cust_syn_589,order_syn_0177,744.24,INR,FAILED,UPI_APP_UNRESPONSIVE,FIRST_TIME,0,1,0,0.0,100.73,91,NET_BANKING,False,LOW,ALTERNATE_FLOW,0.4363,True,744.24
txn_syn_0178,cust_syn_174,order_syn_0178,370.59,INR,FAILED,BANK_SERVER_DOWN,FIRST_TIME,0,1,0,0.0,197.8,2620,UPI,False,MICRO,RETRY,0.5265,False,0.0
txn_syn_0179,cust_syn_905,order_syn_0179,7605.22,INR,ABANDONED,BANK_SERVER_DOWN,FIRST_TIME,0,0,0,0.0,407.23,2877,UPI,True,MEDIUM,RETRY,0.3678,False,0.0
txn_syn_0180,cust_syn_928,order_syn_0180,411.13,INR,ABANDONED,CHECKOUT_DROPOFF,VIP,15,1,1,0.0,53688.25,365,UPI,True,MICRO,PAYMENT_LINK,0.7527,True,411.13
txn_syn_0181,cust_syn_809,order_syn_0181,446.34,INR,FAILED,CARD_AUTHENTICATION_FAILED,FIRST_TIME,0,0,0,0.0,54.02,2021,DEBIT_CARD,False,MICRO,ALTERNATE_FLOW,0.3493,False,0.0
txn_syn_0182,cust_syn_876,order_syn_0182,334.01,INR,FAILED,INSUFFICIENT_FUNDS,RETURNING,11,7,0,0.78,3603.81,661,UPI,False,MICRO,PAYMENT_LINK,0.765,True,334.01
txn_syn_0183,cust_syn_594,order_syn_0183,284.0,INR,ABANDONED,CHECKOUT_DROPOFF,RETURNING,28,2,2,0.5,9540.98,2214,UPI,True,MICRO,PAYMENT_LINK,0.5872,False,0.0
txn_syn_0184,cust_syn_257,order_syn_0184,35003.01,INR,FAILED,BANK_SERVER_DOWN,FIRST_TIME,0,0,0,0.0,43.81,2616,CREDIT_CARD,False,HIGH,PAYMENT_LINK,0.2954,False,0.0
txn_syn_0185,cust_syn_776,order_syn_0185,4432.63,INR,FAILED,BANK_SERVER_DOWN,FIRST_TIME,0,0,0,0.0,193.76,1080,UPI,False,MEDIUM,RETRY,0.5202,True,4432.63
txn_syn_0186,cust_syn_452,order_syn_0186,5819.09,INR,FAILED,EXPIRED_CARD,RETURNING,27,3,0,0.8,41283.45,1952,NET_BANKING,False,MEDIUM,ALTERNATE_FLOW,0.3711,False,0.0
txn_syn_0187,cust_syn_685,order_syn_0187,16686.42,INR,ABANDONED,NETWORK_TIMEOUT,RETURNING,40,2,0,0.87,23553.91,322,UPI,True,HIGH,RETRY,0.7898,True,16686.42
txn_syn_0188,cust_syn_844,order_syn_0188,30787.01,INR,FAILED,BANK_SERVER_DOWN,ENTERPRISE,5,1,1,1.0,170991.61,2408,NET_BANKING,False,HIGH,PAYMENT_LINK,0.5411,False,0.0
txn_syn_0189,cust_syn_202,order_syn_0189,688.31,INR,FAILED,EXPIRED_CARD,ENTERPRISE,37,1,1,1.0,264833.35,1652,CREDIT_CARD,False,LOW,ALTERNATE_FLOW,0.7335,True,688.31
txn_syn_0190,cust_syn_343,order_syn_0190,4040.46,INR,FAILED,NETWORK_TIMEOUT,FIRST_TIME,0,0,0,0.0,134.29,2853,DEBIT_CARD,False,MEDIUM,PAYMENT_LINK,0.3785,False,0.0
txn_syn_0191,cust_syn_428,order_syn_0191,289.25,INR,ABANDONED,CHECKOUT_DROPOFF,FIRST_TIME,0,0,0,0.0,322.78,2117,DEBIT_CARD,True,MICRO,PAYMENT_LINK,0.4747,False,0.0
txn_syn_0192,cust_syn_238,order_syn_0192,19979.36,INR,FAILED,TRANSACTION_LIMIT_EXCEEDED,RETURNING,34,0,0,0.42,41980.64,1124,CREDIT_CARD,False,HIGH,PAYMENT_LINK,0.6071,True,19979.36
txn_syn_0193,cust_syn_600,order_syn_0193,904.04,INR,ABANDONED,CHECKOUT_DROPOFF,RETURNING,12,7,4,1.0,18788.48,1169,DEBIT_CARD,True,LOW,PAYMENT_LINK,0.5414,True,904.04
txn_syn_0194,cust_syn_330,order_syn_0194,142096.96,INR,FAILED,BANK_SERVER_DOWN,RETURNING,18,6,4,0.0,43502.24,36,CREDIT_CARD,False,ENTERPRISE,NO_ACTION,0.1402,False,0.0
txn_syn_0195,cust_syn_485,order_syn_0195,6611.83,INR,FAILED,BANK_SERVER_DOWN,ENTERPRISE,30,4,1,1.0,99017.79,1534,CREDIT_CARD,False,MEDIUM,PAYMENT_LINK,0.5156,True,6611.83
txn_syn_0196,cust_syn_383,order_syn_0196,9096.28,INR,FAILED,UPI_APP_UNRESPONSIVE,RETURNING,18,4,2,0.0,9196.61,2707,DEBIT_CARD,False,MEDIUM,ALTERNATE_FLOW,0.2409,False,0.0
txn_syn_0197,cust_syn_514,order_syn_0197,2709.05,INR,FAILED,NETWORK_TIMEOUT,FIRST_TIME,0,0,0,0.0,354.03,1950,DEBIT_CARD,False,MEDIUM,PAYMENT_LINK,0.4018,False,0.0
txn_syn_0198,cust_syn_285,order_syn_0198,6030.73,INR,FAILED,CARD_AUTHENTICATION_FAILED,FIRST_TIME,0,0,0,0.0,370.46,2682,NET_BANKING,False,MEDIUM,ALTERNATE_FLOW,0.3491,True,6030.73
txn_syn_0199,cust_syn_366,order_syn_0199,9497.76,INR,FAILED,TRANSACTION_LIMIT_EXCEEDED,RETURNING,30,1,1,0.0,43586.88,2790,UPI,False,MEDIUM,NO_ACTION,0.02,False,0.0
txn_syn_0200,cust_syn_519,order_syn_0200,6678.66,INR,ABANDONED,CHECKOUT_DROPOFF,VIP,30,2,1,0.0,118167.53,21,UPI,True,MEDIUM,PAYMENT_LINK,0.888,True,6678.66
txn_syn_0201,cust_syn_898,order_syn_0201,9686.99,INR,FAILED,BANK_SERVER_DOWN,FIRST_TIME,0,0,0,0.0,316.74,1530,UPI,False,MEDIUM,PAYMENT_LINK,0.2043,True,9686.99
txn_syn_0202,cust_syn_851,order_syn_0202,444.2,INR,FAILED,BANK_SERVER_DOWN,FIRST_TIME,0,0,0,0.0,172.17,1223,CREDIT_CARD,False,MICRO,RETRY,0.4641,False,0.0
txn_syn_0203,cust_syn_237,order_syn_0203,952.28,INR,FAILED,INSUFFICIENT_FUNDS,FIRST_TIME,0,1,0,0.0,179.63,539,NET_BANKING,False,LOW,NO_ACTION,0.0807,False,0.0
txn_syn_0204,cust_syn_484,order_syn_0204,196.3,INR,FAILED,BANK_SERVER_DOWN,ENTERPRISE,17,8,4,0.0,183050.13,1821,DEBIT_CARD,False,MICRO,NO_ACTION,0.1268,False,0.0
txn_syn_0205,cust_syn_408,order_syn_0205,846.59,INR,ABANDONED,CHECKOUT_DROPOFF,RETURNING,7,8,2,1.0,31070.45,484,UPI,True,LOW,PAYMENT_LINK,0.8267,False,0.0
txn_syn_0206,cust_syn_306,order_syn_0206,9192.3,INR,FAILED,EXPIRED_CARD,FIRST_TIME,0,0,0,0.0,80.19,54,CREDIT_CARD,False,MEDIUM,ALTERNATE_FLOW,0.5058,True,9192.3
txn_syn_0207,cust_syn_623,order_syn_0207,5110.3,INR,FAILED,NETWORK_TIMEOUT,FIRST_TIME,0,0,0,0.0,452.39,717,WALLET,False,MEDIUM,RETRY,0.6122,True,5110.3
txn_syn_0208,cust_syn_971,order_syn_0208,4938.99,INR,FAILED,TRANSACTION_LIMIT_EXCEEDED,RETURNING,3,0,0,0.7,10184.59,1405,CREDIT_CARD,False,MEDIUM,ALTERNATE_FLOW,0.4786,False,0.0
txn_syn_0209,cust_syn_919,order_syn_0209,16375.66,INR,FAILED,INCORRECT_OTP,RETURNING,11,1,0,0.72,4815.03,2780,UPI,False,HIGH,PAYMENT_LINK,0.6746,False,0.0
txn_syn_0210,cust_syn_844,order_syn_0210,1569.96,INR,FAILED,BANK_SERVER_DOWN,VIP,9,7,3,0.0,133813.53,2151,CREDIT_CARD,False,LOW,NO_ACTION,0.1208,False,0.0
txn_syn_0211,cust_syn_635,order_syn_0211,6772.0,INR,FAILED,UPI_APP_UNRESPONSIVE,RETURNING,40,1,1,0.0,25132.62,2512,UPI,False,MEDIUM,ALTERNATE_FLOW,0.5344,False,0.0
txn_syn_0212,cust_syn_176,order_syn_0212,677.99,INR,FAILED,NETWORK_TIMEOUT,RETURNING,21,3,2,0.5,4416.83,2349,UPI,False,LOW,PAYMENT_LINK,0.5694,False,0.0
txn_syn_0213,cust_syn_205,order_syn_0213,9667.58,INR,FAILED,TRANSACTION_LIMIT_EXCEEDED,RETURNING,3,8,4,0.0,41643.62,2683,CREDIT_CARD,False,MEDIUM,NO_ACTION,0.02,False,0.0
txn_syn_0214,cust_syn_673,order_syn_0214,1876.84,INR,FAILED,BANK_SERVER_DOWN,RETURNING,39,7,5,1.0,19438.14,2597,CREDIT_CARD,False,LOW,RETRY,0.461,True,1876.84
txn_syn_0215,cust_syn_243,order_syn_0215,25715.47,INR,FAILED,UPI_APP_UNRESPONSIVE,RETURNING,27,1,1,0.0,11002.08,443,CREDIT_CARD,False,HIGH,ALTERNATE_FLOW,0.5096,False,0.0
txn_syn_0216,cust_syn_568,order_syn_0216,940.78,INR,FAILED,EXPIRED_CARD,RETURNING,33,2,1,0.0,27457.49,727,DEBIT_CARD,False,LOW,ALTERNATE_FLOW,0.3278,False,0.0
txn_syn_0217,cust_syn_429,order_syn_0217,181016.37,INR,FAILED,BANK_SERVER_DOWN,RETURNING,25,6,4,0.25,15132.6,2869,CREDIT_CARD,False,ENTERPRISE,RETRY,0.5153,False,0.0
txn_syn_0218,cust_syn_666,order_syn_0218,9831.04,INR,FAILED,CARD_AUTHENTICATION_FAILED,RETURNING,13,3,2,1.0,18574.09,2845,CREDIT_CARD,False,MEDIUM,ALTERNATE_FLOW,0.5499,False,0.0
txn_syn_0219,cust_syn_827,order_syn_0219,229.79,INR,FAILED,NETWORK_TIMEOUT,RETURNING,35,4,3,0.0,27091.04,661,CREDIT_CARD,False,MICRO,RETRY,0.7082,True,229.79
txn_syn_0220,cust_syn_654,order_syn_0220,39578.96,INR,ABANDONED,CHECKOUT_DROPOFF,FIRST_TIME,0,1,0,0.0,51.24,2300,NET_BANKING,True,HIGH,PAYMENT_LINK,0.5663,True,39578.96
txn_syn_0221,cust_syn_490,order_syn_0221,595.91,INR,FAILED,NETWORK_TIMEOUT,FIRST_TIME,0,2,0,0.0,487.91,1816,UPI,False,LOW,PAYMENT_LINK,0.3812,False,0.0
txn_syn_0222,cust_syn_717,order_syn_0222,9850.1,INR,FAILED,CARD_AUTHENTICATION_FAILED,FIRST_TIME,0,0,0,0.0,96.75,490,UPI,False,MEDIUM,ALTERNATE_FLOW,0.6102,True,9850.1
txn_syn_0223,cust_syn_438,order_syn_0223,6627.67,INR,FAILED,NETWORK_TIMEOUT,RETURNING,10,0,0,0.86,30650.26,2255,DEBIT_CARD,False,MEDIUM,PAYMENT_LINK,0.5229,True,6627.67
txn_syn_0224,cust_syn_617,order_syn_0224,894.06,INR,FAILED,INSUFFICIENT_FUNDS,FIRST_TIME,0,0,0,0.0,201.71,2534,CREDIT_CARD,False,LOW,NO_ACTION,0.02,False,0.0
txn_syn_0225,cust_syn_556,order_syn_0225,134.89,INR,FAILED,INSUFFICIENT_FUNDS,FIRST_TIME,0,0,0,0.0,459.3,466,NET_BANKING,False,MICRO,NO_ACTION,0.1073,False,0.0
txn_syn_0226,cust_syn_922,order_syn_0226,9532.96,INR,FAILED,CARD_AUTHENTICATION_FAILED,RETURNING,32,0,0,0.84,11240.59,32,UPI,False,MEDIUM,ALTERNATE_FLOW,0.7117,False,0.0
txn_syn_0227,cust_syn_310,order_syn_0227,164.92,INR,FAILED,NETWORK_TIMEOUT,RETURNING,28,1,0,0.31,36409.68,934,UPI,False,MICRO,RETRY,0.4707,True,164.92
txn_syn_0228,cust_syn_221,order_syn_0228,14245.32,INR,FAILED,NETWORK_TIMEOUT,RETURNING,40,1,0,0.72,5484.29,1794,DEBIT_CARD,False,HIGH,PAYMENT_LINK,0.5204,False,0.0
txn_syn_0229,cust_syn_915,order_syn_0229,41799.89,INR,FAILED,INSUFFICIENT_FUNDS,RETURNING,35,4,1,1.0,34509.87,2269,DEBIT_CARD,False,HIGH,PAYMENT_LINK,0.5846,True,41799.89
txn_syn_0230,cust_syn_187,order_syn_0230,470.39,INR,FAILED,EXPIRED_CARD,FIRST_TIME,0,0,0,0.0,451.77,906,CREDIT_CARD,False,MICRO,ALTERNATE_FLOW,0.4562,True,470.39
txn_syn_0231,cust_syn_869,order_syn_0231,3255.94,INR,FAILED,INCORRECT_OTP,ENTERPRISE,36,7,5,0.8,33065.64,1464,UPI,False,MEDIUM,PAYMENT_LINK,0.616,True,3255.94
txn_syn_0232,cust_syn_561,order_syn_0232,609.18,INR,FAILED,CARD_AUTHENTICATION_FAILED,FIRST_TIME,0,0,0,0.0,346.73,1284,DEBIT_CARD,False,LOW,ALTERNATE_FLOW,0.3616,True,609.18
txn_syn_0233,cust_syn_850,order_syn_0233,5382.26,INR,ABANDONED,CHECKOUT_DROPOFF,FIRST_TIME,0,0,0,0.0,222.68,337,UPI,True,MEDIUM,PAYMENT_LINK,0.6132,False,0.0
txn_syn_0234,cust_syn_178,order_syn_0234,7922.03,INR,FAILED,BANK_SERVER_DOWN,RETURNING,2,8,5,0.0,41006.84,2212,UPI,False,MEDIUM,NO_ACTION,0.02,False,0.0
txn_syn_0235,cust_syn_397,order_syn_0235,1095.31,INR,FAILED,CARD_AUTHENTICATION_FAILED,FIRST_TIME,0,0,0,0.0,45.28,2804,UPI,False,LOW,ALTERNATE_FLOW,0.5477,False,0.0
txn_syn_0236,cust_syn_249,order_syn_0236,431.49,INR,FAILED,NETWORK_TIMEOUT,RETURNING,31,5,0,0.43,25406.82,1481,UPI,False,MICRO,PAYMENT_LINK,0.6,True,431.49
txn_syn_0237,cust_syn_633,order_syn_0237,4406.29,INR,FAILED,TRANSACTION_LIMIT_EXCEEDED,RETURNING,18,4,4,1.0,29367.69,1032,CREDIT_CARD,False,MEDIUM,PAYMENT_LINK,0.6983,True,4406.29
txn_syn_0238,cust_syn_593,order_syn_0238,678.13,INR,FAILED,NETWORK_TIMEOUT,ENTERPRISE,1,8,1,1.0,59694.48,486,UPI,False,LOW,RETRY,0.8721,True,678.13
txn_syn_0239,cust_syn_704,order_syn_0239,615.14,INR,ABANDONED,CHECKOUT_DROPOFF,FIRST_TIME,0,1,0,0.0,11.22,162,UPI,True,LOW,PAYMENT_LINK,0.674,True,615.14
txn_syn_0240,cust_syn_677,order_syn_0240,16822.5,INR,FAILED,INCORRECT_OTP,RETURNING,19,1,0,0.57,49653.24,746,DEBIT_CARD,False,HIGH,PAYMENT_LINK,0.677,True,16822.5
txn_syn_0241,cust_syn_170,order_syn_0241,872.63,INR,FAILED,INSUFFICIENT_FUNDS,FIRST_TIME,0,0,0,0.0,54.29,396,CREDIT_CARD,False,LOW,NO_ACTION,0.0375,False,0.0
